Lap*,Driver,Message
26,From Valtteri Bottas,"Losing time with these guys, blue flags."
26,To Valtteri Bottas,"Copy, copy."
,,
27,From Esteban Ocon,We have to pit as soon as possible.
27,To Esteban Ocon,Understood.
,,
27,To Sebastian Vettel,Keep your head down. Very important phase of the race. Push now. We need everything.
,,
28,From Daniil Kvyat,"Not very smart to pit and get stuck in traffic, guys."
28,To Daniil Kvyat,"Danny keep your head down, please."
,,
30,From Kimi Raikkonen,The rear is going.
30,To Kimi Raikkonen,Understood. Do you want to stop or not Kimi? Need an answer now.
,,
30,From Kimi Raikkonen,OK we stop. Is it good to stop now?
30,To Kimi Raikkonen,OK box this lap.
,,
30,From Lewis Hamilton,I’m on the last legs with these tyres.
30,To Lewis Hamilton,OK.
,,
30,To Lewis Hamilton,"Box, box."
,,
30,From Lewis Hamilton,Do I need to go much more?
30,From Max Verstappen,My pedal is going long. Braking for two it happened.
30,To Max Verstappen,We’ll have a look. I’ll get back to you.
,,
31,To Stoffel Vandoorne,Stoffel we’ve looked at the previous set of tyres. The blistering you saw looks OK. That’s not a concern for us.
,,
31,To Sebastian Vettel,We are staying out. Pace is very good. Stay there.
,,
32,From Lewis Hamilton,Did we not stay out too long? I was losing a second and a half at that point.
32,To Lewis Hamilton,"Yeah we’ll discuss it later, Lewis."
,,
32,From Lewis Hamilton,Have I come out far behind?
32,To Lewis Hamilton,Gap to Raikkonen now eight seconds.
,,
32,From Lewis Hamilton,How is that so big?
32,To Lewis Hamilton,"I think we lost a lot of time with that traffic, Lewis. Also it’s that new tyre advantage I think."
,,
33,To Kimi Raikkonen,We are 9.5 behind Bottas and eight tenths a lap quicker.
,,
33,From Kimi Raikkonen,"What do you mean, we are behind Bottas?"
33,To Kimi Raikkonen,"Confirm, we are behind Bottas."
,,
33,From Kimi Raikkonen,How did we end up behind him?
33,To Kimi Raikkonen,"He was leading the race, Kimi."
,,
33,From Kimi Raikkonen,Ah OK I thought they were the other way around.
33,To Valtteri Bottas,"So you’re doing a really good job, Valtteri. The most important thing now is to get through this traffic as quickly as possible."
,,
33,To Sebastian Vettel,"And box, Sebastian, box for option. Mode box."
,,
33,To Sebastian Vettel,Stay out and back to mode push.
,,
34,To Valtteri Bottas,"So it’s just critical that you get past Kvyat as quickly as you can now, please."
,,
34,To Sebastian Vettel,"And box now Sebastian, confirm the box."
,,
36,To Lewis Hamilton,Verstappen is 39.1 last lap.
,,
36,From Lewis Hamilton,Where is Verstappen?
36,To Lewis Hamilton,Verstappen curently 21 seconds behind.
,,
36,From Lewis Hamilton,Why am I focused on him?
36,To Lewis Hamilton,We need to maintain the Safety Car window to him to make sure that we can stop should anything happen in the race. We don’t want to drop back into his window.
,,
38,From Kimi Raikkonen,"Is the brakes OK? It feels a little bit soft, the pedal."
38,To Kimi Raikkonen,I’ll get back to you.
,,
38,To Kimi Raikkonen,Front calipers are a little bit hot. We are seeing a longer travel but it’s OK for now.
,,
39,To Carlos Sainz Jnr,OK Carlos from data we can see something strange at the rear. Please avoid kerbs as much as you can with the rear.
,,
39,To Sebastian Vettel,"Bottas 9.1, 9.1 for Bottas. Nearly one second faster. He went wide turn 13. He has a big flat spot on the left-front."
,,
40,From Max Verstappen,I went wide at turn eight. Suddenly just lost the rear.
40,To Max Verstappen,Just watch the wind behind you at turn eight.
,,
40,To Max Verstappen,So Max similarly you might feel the car affected into 13 as well.
,,
41,From Lewis Hamilton,Is that the check the pace of the front cars.
41,To Lewis Hamilton,"Vettel has picked up the pace, last lap was a 37.7. 38.5 for Valtteri."
,,
41,From Valtteri Bottas,[Unclear] the engine if you can It’s helping the tyres.
43,To Sergio Perez,Massa has boxed.
,,
43,From Sergio Perez,Why?
43,To Sergio Perez,"Checo we don’t know, he’s on ultra-soft. We’ll keep you updated."
,,
44,To Valtteri Bottas,Just press the overtake a bit earlier on the two main straights.
,,
44,From Valtteri Bottas,Over the last laps I want less talking.
44,To Valtteri Bottas,"Copy that, we’ll leave you in peace to get on with it."
,,
45,To Marcus Ericsson,OK Marcus seven laps to go. Try to stay in Verstappen’s gearbox as much as possible.
,,
46,From Kimi Raikkonen,I got my tyres full of pick-up because that guy just stayed on the line. I had to go over the pick-up.
46,To Kimi Raikkonen,Understood.
,,
47,To Sebastian Vettel,Very good middle sector. It’s impressive. Keep putting pressure on him. He will make a mistake. Four-tenths slower than you.
,,
47,From Carlos Sainz Jnr,Yes this thing is starting to bounce a lot.
47,To Carlos Sainz Jnr,"Understood Carlos. Bring her home. At the moment P10, five laps to go."
,,
48,From Daniil Kvyat,The engine braking is inconsistent.
48,To Daniil Kvyat,"Copy, Danny, we asre looking at it."
,,
49,From Max Verstappen,There’s some debris in turn five.
50,To Daniil Kvyat,"Danny we need multi eight de-rate position eleven, urgent. We will have a small performance offset, Danny a small performance loss. I will explain later why."
,,
51,To Sebastian Vettel,Two more laps and traffic ahead.
,,
52,From Sebastian Vettel,What was that?
52,To Sebastian Vettel,We saw that. Keep your head down.
,,
VL,To Valtteri Bottas,Yes! Brilliant! Well done!
,,
VL,From Valtteri Bottas,Ha ha! [Censored by FOM] me. Took quite a while. More than 80 races.
VL,To Valtteri Bottas,It did take a bit of a while but well done. Immense pressure. Well done.
,,
VL,From Valtteri Bottas,"Worth the wait. The race team and the factory, thanks very much for making this possible. Also thanks family."
VL,To Valtteri Bottas,"Well done mate, brilliant drive."
,,
VL,From Valtteri Bottas,"Yeah thanks so much guys. It means a lot, difficult to say more, but very thankful for you too."
VL,To Sebastian Vettel,"P2 Sebastian. Strong race, well done."
,,
VL,From Sebastian Vettel,OK grazie a tutti. Yeah the Williams at the end… I thought we might get another shot on the back straight. Yeah. Car was good today. Grazie a tutti. Grande lavoro.
VL,To Lewis Hamilton,OK Lewis. Tough old race there mate. But P4 in the end. Not where we want to be.
,,
VL,To Max Verstappen,"Alright Max P5, good job. It was a lonely race."
,,
VL,From Max Verstappen,Yeah it was not bad I think the car felt pretty OK in the race in terms of balance.
VL,To Max Verstappen,Well done mate that was the absolute maximum. In fact your pace in the last 25 percent of the race looked pretty decent.
,,
VL,From Max Verstappen,Yeah exactly I think like I said the balance was quite good now so I think we can be quite pleased for that.
VL,To Max Verstappen,Another good start.
,,
VL,To Sergio Perez,"Well doen Checo great job P6, well done, good start, great pace."
,,
VL,From Sergio Perez,"Good job man, good job guys. Good result for the team, eh?"
VL,To Sergio Perez,"Yep, great one."
,,
VL,To Esteban Ocon,"Great job Esteban, P7. Well done, mate."
,,
VL,From Esteban Ocon,"Good job guys, great effort all weekend, congrats everyone. Pit stop, engineering crew, really good job."
VL,To Esteban Ocon,Thank you Esteban.
,,
VL,To Nico Hulkenberg,"OK Nico that’s the chequered flag. Great job, mate, well done."
,,
VL,From Nico Hulkenberg,Nice ride! Not bad.
VL,To Nico Hulkenberg,"Great job Nico, really really good. Finishing P8, that’s excellent for us at this track. Fantastic job, mate."
,,
VL,From Nico Hulkenberg,"Thank you guys. Good job to. Why did Massa do a two-stop, he a problem or genuine?"
VL,To Nico Hulkenberg,"Puncture, he had a puncture."
,,
VL,From Nico Hulkenberg,What was the gap to Perez at the end?
VL,To Nico Hulkenberg,"Perez was 9.3 seconds ahead. But on this track, that’s not too bad, we can get him next time."
,,
VL,From Nico Hulkenberg,"Yeah shame we lost so much at the start, we could have got one Force India."
VL,To Nico Hulkenberg,"Yep, but there you go."
,,
VL,To Felipe Massa,"So that’s P9, unfortunately. Deserved a lot more than that."
,,
VL,To Carlos Sainz Jnr,P10 Carlos. P10. Good job. Another one point in the bag. Our first one in Russia. Good job.
,,
VL,From Carlos Sainz Jnr,Yep good recovery from Friday and from the penalty. Thanks to the mechanics. Good job everyone.
VL,To Lance Stroll,"Good job Lance, P11."
,,
VL,From Lance Stroll,"Sorry about the spin at the beginning. Not sure what happened there. We finished the race at least, first for everything."
VL,To Lance Stroll,You drive well and we were having to managed several factors in that so you did well with that.
,,
VL,From Lance Stroll,"Well done Lance, your first finish well done."
VL,To Lance Stroll,"Thank you. Just to confirm, where do I go? Do I go to the garage?"
,,
VL,From Lance Stroll,"Negative, just follow the cars to parc ferme to get weighed."
VL,To Daniil Kvyat,"Keep it cool please, keep it cool. I know what you have in mind. You’ve done a very good job mate."
,,
VL,From Daniil Kvyat,Yeah I don’t know what happened at the moment. Pace at the end was very good. The car was for the first time good with good balance.
VL,To Daniil Kvyat,Yep we were one of the fastest cars on track with the guys around us.
,,
VL,To Kevin Magnussen,Disappointing final result but we have a European race to recover and we will do it.
,,
VL,To Stoffel Vandoorne,Stoffel well done today. We finished P14 in the end.
,,
VL,From Stoffel Vandoorne,Yeah there wasn’t really much to do. The car felt pretty decent when I was running with the others. But on the straight I was losing a lot of lap time.
VL,To Marcus Ericsson,"OK Marcus we finished P15. It was a pretty solid second stint. Shame for the first stint, a bit of a slow start. How was it on your side.?"
,,
VL,From Marcus Ericsson,"First stint was terrible. Struggled really bad. And even for me the second stint doesn’t feel very good, the balance. So a step back from the rest of the weekend I was surprised."
VL,To Marcus Ericsson,OK we’ll have to have a look because your lap time was pretty good on the second stint.
